Date,Open,High,Low,Close,Adj Close,Volume
2018-08-29,18.500000,19.309999,18.450001,19.299999,17.986191,71434300
2018-08-30,19.150000,19.540001,18.680000,18.799999,17.520227,63981900
2018-08-31,18.950001,19.430000,18.910000,19.260000,17.948912,75767400
2018-09-03,18.990000,19.129999,18.760000,19.000000,17.706612,25401600
2018-09-04,19.129999,19.190001,18.620001,18.650000,17.380438,39759800
2018-09-05,18.559999,18.799999,18.230000,18.750000,17.473633,53967300
2018-09-06,18.990000,19.020000,18.480000,18.990000,17.697294,54304300
2018-09-10,19.360001,19.600000,19.049999,19.260000,17.948912,58578100
2018-09-11,18.870001,18.889999,18.430000,18.500000,17.240650,56495200
2018-09-12,18.809999,19.219999,18.639999,18.950001,17.660019,59695700
2018-09-13,19.030001,19.129999,18.620001,18.709999,17.436352,36808700
2018-09-14,18.799999,18.959999,18.480000,18.790001,17.510910,55756300
2018-09-17,18.629999,19.490000,18.629999,19.400000,18.079384,71289500
2018-09-18,19.500000,20.250000,19.469999,20.250000,18.871521,72959100
2018-09-19,19.930000,20.459999,19.830000,19.980000,18.619902,60563700
2018-09-20,20.260000,20.350000,19.750000,19.870001,18.517389,56206900
2018-09-21,20.150000,20.299999,19.950001,20.139999,18.769007,58517300
2018-09-24,20.200001,20.410000,19.920000,20.000000,18.638540,54332900
2018-09-25,19.700001,20.150000,19.530001,20.080000,18.713095,54462300
2018-09-26,20.240000,20.299999,19.969999,20.190001,18.815603,60060800
2018-09-27,20.500000,21.459999,20.469999,21.459999,19.999149,104177300
2018-09-28,21.129999,21.940001,21.020000,21.090000,19.654339,91254600
2018-10-01,21.250000,21.360001,20.799999,21.000000,19.570467,56540400
2018-10-02,22.000000,22.820000,21.900000,22.820000,21.266573,127231800
2018-10-03,25.250000,25.420000,23.459999,23.790001,22.170546,152189200
2018-10-04,23.450001,24.520000,23.209999,24.020000,22.384888,99743300
2018-10-05,24.490000,24.590000,23.660000,23.959999,22.328970,104693400
2018-10-08,26.940001,26.969999,25.750000,26.600000,24.789255,188109000
2018-10-09,26.480000,27.000000,26.280001,26.820000,24.994280,90128800
2018-10-10,26.309999,26.389999,25.650000,26.049999,24.276695,82688000
2018-10-11,26.549999,26.750000,25.059999,25.290001,23.568432,119307500
2018-10-15,25.900000,26.120001,25.549999,25.770000,24.015760,92331900
2018-10-16,26.200001,26.730000,26.090000,26.730000,24.910408,74144800
2018-10-17,26.440001,26.629999,26.260000,26.450001,24.649469,80990300
2018-10-18,26.290001,26.340000,25.700001,25.700001,23.950523,56268900
2018-10-19,26.290001,26.340000,25.700001,25.920000,24.155548,61858300
2018-10-22,26.270000,26.600000,26.270000,26.530001,24.724024,63678000
2018-10-23,26.150000,26.480000,25.809999,26.200001,24.416485,77457300
2018-10-24,26.410000,26.990000,25.680000,25.680000,23.931887,93377100
2018-10-25,26.180000,26.639999,25.690001,26.320000,24.528318,79732200
2018-10-26,26.650000,27.600000,26.120001,27.600000,25.721182,110184900
2018-10-29,26.750000,27.270000,25.969999,26.420000,24.621510,160890100
2018-10-30,26.700001,28.000000,26.420000,28.000000,26.093956,107525500
2018-10-31,28.260000,28.330000,27.299999,27.620001,25.739826,84131500
2018-11-01,27.760000,28.020000,27.110001,27.320000,25.460245,98037100
2018-11-05,27.500000,28.160000,27.410000,28.160000,26.243065,60389900
2018-11-06,27.299999,28.299999,26.990000,27.190001,25.339094,95344400
2018-11-07,27.610001,27.650000,26.260000,26.299999,24.509680,95817100
2018-11-08,26.799999,27.030001,25.350000,25.350000,23.624352,119096300
2018-11-09,25.200001,25.719999,24.680000,25.459999,23.726858,94206400
2018-11-12,25.540001,25.920000,25.290001,25.330000,23.605713,63162600
2018-11-13,25.320000,25.320000,23.950001,24.240000,22.589911,112776300
2018-11-14,24.240000,25.190001,23.910000,25.100000,23.391367,104423900
2018-11-16,25.389999,26.040001,25.170000,25.799999,24.043716,100628900
2018-11-19,25.559999,26.290001,25.430000,26.000000,24.230101,79946400
2018-11-21,25.100000,25.480000,25.010000,25.170000,23.456602,77228100
2018-11-22,25.280001,25.360001,25.070000,25.150000,23.531450,31253600
2018-11-23,24.650000,24.799999,24.010000,24.370001,22.801653,77961200
2018-11-26,24.799999,24.990000,24.049999,24.250000,22.689373,62111600
2018-11-27,24.370001,25.700001,24.270000,25.530001,23.887001,90759000
2018-11-28,25.500000,25.870001,25.049999,25.379999,23.746651,92811300
2018-11-29,24.959999,25.500000,24.879999,25.170000,23.550165,65584300
2018-11-30,25.110001,25.559999,25.070000,25.459999,23.821501,90874500
2018-12-03,26.299999,26.530001,25.799999,25.940001,24.270615,90530000
2018-12-04,26.250000,26.330000,25.340000,25.340000,23.709225,66867500
2018-12-05,25.469999,25.719999,24.950001,25.559999,23.915068,54183300
2018-12-06,24.990000,25.120001,24.309999,24.590000,23.007494,99037200
2018-12-07,24.520000,25.469999,24.450001,24.770000,23.175907,87994700
2018-12-10,24.770000,24.900000,23.440001,23.440001,21.931503,73871100
2018-12-11,23.920000,24.070000,23.070000,23.290001,21.791159,64017600
2018-12-12,23.740000,23.900000,23.200001,23.299999,21.800510,63296400
2018-12-13,23.290001,23.450001,22.959999,23.360001,21.856651,61946100
2018-12-14,23.080000,23.330000,22.959999,23.049999,21.566603,45231700
2018-12-17,23.219999,23.270000,22.799999,22.870001,21.398186,53832000
2018-12-18,22.780001,22.799999,22.000000,22.000000,20.584175,74740000
2018-12-19,22.500000,23.049999,22.059999,22.250000,20.818087,171157500
2018-12-20,22.309999,22.320000,21.350000,21.490000,20.106997,141767000
2018-12-21,21.400000,21.980000,21.250000,21.549999,20.163134,90384300
2018-12-26,20.590000,21.680000,20.420000,21.680000,20.982460,77104200
2018-12-27,21.520000,21.980000,21.280001,21.670000,20.972782,74083700
2018-12-28,22.110001,22.830000,22.080000,22.680000,21.950285,61634700
2019-01-02,22.549999,24.200001,22.280001,24.059999,23.285883,104534800
2019-01-03,23.959999,24.820000,23.799999,24.650000,23.856903,95206400
2019-01-04,24.850000,24.940001,24.469999,24.719999,23.924650,72119800
2019-01-07,24.850000,25.920000,24.700001,25.110001,24.302101,121711900
2019-01-08,25.400000,25.420000,24.770000,24.959999,24.156925,68761800
2019-01-09,25.299999,25.500000,25.150000,25.480000,24.660196,70177600
2019-01-10,25.260000,25.410000,25.070000,25.260000,24.447275,54763700
2019-01-11,25.150000,25.190001,24.840000,24.990000,24.185963,53980700
2019-01-14,24.820000,25.090000,24.660000,24.850000,24.050468,46577300
2019-01-15,24.830000,25.120001,24.700001,24.830000,24.031111,53731500
2019-01-16,24.799999,24.900000,24.660000,24.820000,24.021431,40425000
2019-01-17,24.750000,25.299999,24.680000,25.160000,24.350494,50359400
2019-01-18,25.440001,25.559999,25.280001,25.400000,24.582771,67021300
2019-01-21,25.309999,25.530001,25.100000,25.530001,24.708590,45336500
2019-01-22,25.260000,25.500000,25.020000,25.129999,24.321459,61307000
2019-01-23,25.330000,25.540001,25.160000,25.430000,24.611807,52931600
2019-01-24,25.400000,25.540001,25.320000,25.540001,24.718267,40109000
2019-01-28,25.290001,25.530001,24.740000,24.770000,23.973040,65079900
2019-01-29,25.250000,25.559999,25.110001,25.370001,24.553740,59419200
2019-01-30,25.809999,25.930000,25.469999,25.620001,24.795694,62607500
2019-01-31,25.870001,25.959999,25.559999,25.580000,24.756981,63253600
2019-02-01,25.500000,25.850000,25.370001,25.799999,24.969900,47957400
2019-02-04,25.840000,26.120001,25.600000,26.030001,25.192499,53874900
2019-02-05,25.910000,26.100000,25.809999,26.080000,25.240892,40989100
2019-02-06,25.799999,25.840000,25.320000,25.490000,24.669876,64527000
2019-02-07,25.600000,25.850000,24.660000,25.090000,24.282745,55614100
2019-02-08,24.799999,25.280001,24.730000,25.129999,24.321459,40153900
2019-02-11,25.170000,25.170000,24.540001,24.840000,24.040791,39617300
